"year_month","CustomerID","recency","frequency","monetary","r_score","f_score","m_score"
"2011-03","16552","9999","0","0","1","1","1"
"2011-03","16553","20","3","1182.5","5","5","5"
"2011-03","16554","77","1","0.85","2","3","3"
"2011-03","16555","9999","0","0","1","1","1"
"2011-03","16556","41","1","640.14","3","4","5"
"2011-03","16557","9999","0","0","1","1","1"
"2011-03","16558","0","5","1418.35","5","5","5"
"2011-03","16560","9999","0","0","1","1","1"
"2011-03","16561","9999","0","0","1","1","1"
"2011-03","16563","9999","0","0","1","1","1"
"2011-03","16565","9999","0","0","1","1","1"
"2011-03","16566","38","1","94.89999999999999","4","3","3"
"2011-03","16567","82","1","557.56","1","4","5"
"2011-03","16569","9999","0","0","1","1","1"
"2011-03","16570","16","2","904.14","5","5","5"
"2011-03","16571","27","1","436.68","4","4","4"
"2011-03","16572","21","1","342.58","4","4","4"
"2011-03","16573","36","1","292.63","4","4","4"
"2011-03","16574","9999","0","0","1","1","1"
"2011-03","16581","9999","0","0","1","1","1"
"2011-03","16582","9999","0","0","1","1","1"
"2011-03","16583","9999","0","0","1","1","1"
"2011-03","16584","0","1","611.94","5","4","5"
"2011-03","16586","9999","0","0","1","1","1"
"2011-03","16587","9999","0","0","1","1","1"
"2011-03","16589","9999","0","0","1","1","1"
"2011-03","16591","9999","0","0","1","1","1"
"2011-03","16592","33","1","455.28000000000003","4","4","4"
"2011-03","16593","73","1","69.6","2","3","3"
"2011-03","16594","9999","0","0","1","1","1"
"2011-03","16595","9999","0","0","1","1","1"
"2011-03","16596","9999","0","0","1","1","1"
"2011-03","16597","9999","0","0","1","1","1"
"2011-03","16598","31","1","145.04999999999998","4","3","4"
"2011-03","16600","0","2","237.46","5","5","4"
"2011-03","16601","9999","0","0","1","1","1"
"2011-03","16602","9999","0","0","1","1","1"
"2011-03","16603","9999","0","0","1","1","1"
"2011-03","16607","1","3","589.37","5","5","5"
"2011-03","16609","9999","0","0","1","1","1"
"2011-03","16610","9999","0","0","1","1","1"
"2011-03","16611","9999","0","0","1","1","1"
"2011-03","16612","57","1","280.05","3","4","4"
"2011-03","16613","9999","0","0","1","1","1"
"2011-03","16614","9999","0","0","1","1","1"
"2011-03","16616","9999","0","0","1","1","1"
"2011-03","16617","9999","0","0","1","1","1"
"2011-03","16618","5","2","1082.82","5","5","5"
"2011-03","16619","9","1","226.21","5","4","4"
"2011-03","16620","6","1","95.76","5","3","3"
"2011-03","16621","23","1","162.85","4","4","4"
"2011-03","16623","9999","0","0","1","1","1"
"2011-03","16624","9999","0","0","1","1","1"
"2011-03","16625","20","1","333.08","5","4","4"
"2011-03","16626","12","1","795.75","5","4","5"
"2011-03","16627","9999","0","0","1","1","1"
"2011-03","16628","9999","0","0","1","1","1"
"2011-03","16629","9999","0","0","1","1","1"
"2011-03","16633","9999","0","0","1","1","1"
"2011-03","16634","9999","0","0","1","1","1"
"2011-03","16637","9999","0","0","1","1","1"
"2011-03","16638","3","4","1140.64","5","5","5"
"2011-03","16639","9999","0","0","1","1","1"
"2011-03","16641","9999","0","0","1","1","1"
"2011-03","16642","9999","0","0","1","1","1"
"2011-03","16643","9999","0","0","1","1","1"
"2011-03","16644","9999","0","0","1","1","1"
"2011-03","16647","9999","0","0","1","1","1"
"2011-03","16648","9999","0","0","1","1","1"
"2011-03","16650","9999","0","0","1","1","1"
"2011-03","16652","19","1","1588.16","5","5","5"
"2011-03","16653","9999","0","0","1","1","1"
"2011-03","16654","9999","0","0","1","1","1"
"2011-03","16655","77","1","812.25","2","4","5"
"2011-03","16656","12","3","1326.68","5","5","5"
"2011-03","16657","0","1","242.55","5","4","4"
"2011-03","16658","9999","0","0","1","1","1"
"2011-03","16659","9999","0","0","1","1","1"
"2011-03","16660","65","1","282.59999999999997","2","4","4"
"2011-03","16665","9999","0","0","1","1","1"
"2011-03","16666","9999","0","0","1","1","1"
"2011-03","16667","30","1","203.35","4","4","4"
"2011-03","16668","30","1","50.76","4","3","3"
"2011-03","16669","9999","0","0","1","1","1"
"2011-03","16670","28","3","990.23","4","5","5"
"2011-03","16671","9999","0","0","1","1","1"
"2011-03","16672","12","1","1175.44","5","5","5"
"2011-03","16674","9999","0","0","1","1","1"
"2011-03","16676","83","1","464.82","1","4","4"
"2011-03","16678","28","1","312.18","4","4","4"
"2011-03","16679","9999","0","0","1","1","1"
"2011-03","16680","9999","0","0","1","1","1"
"2011-03","16681","0","1","301.6","5","4","4"
"2011-03","16682","9999","0","0","1","1","1"
"2011-03","16684","12","4","11517.66","5","5","5"
"2011-03","16685","9999","0","0","1","1","1"
"2011-03","16686","51","1","340.77","3","4","4"
"2011-03","16688","9999","0","0","1","1","1"
"2011-03","16689","9999","0","0","1","1","1"
"2011-03","16690","9999","0","0","1","1","1"
"2011-03","16692","2","2","1276","5","5","5"
"2011-03","16693","17","1","157.56","5","4","4"
"2011-03","16696","9999","0","0","1","1","1"
"2011-03","16697","9999","0","0","1","1","1"
"2011-03","16698","0","1","1182","5","5","5"
"2011-03","16700","6","3","1424.66","5","5","5"
"2011-03","16701","3","3","1099.16","5","5","5"
"2011-03","16705","57","1","2489.11","3","5","5"
"2011-03","16706","9999","0","0","1","1","1"
"2011-03","16708","9999","0","0","1","1","1"
"2011-03","16709","27","1","1120.53","4","5","5"
"2011-03","16710","10","2","364.61","5","5","4"
"2011-03","16711","48","1","384.6","3","4","4"
"2011-03","16712","1","2","721.78","5","5","5"
"2011-03","16713","7","3","1054.63","5","5","5"
"2011-03","16714","63","2","1146.53","2","5","5"
"2011-03","16715","9999","0","0","1","1","1"
"2011-03","16716","12","2","901.2","5","5","5"
"2011-03","16717","9999","0","0","1","1","1"
"2011-03","16718","9999","0","0","1","1","1"
"2011-03","16719","34","2","321.78000000000003","4","5","4"
"2011-03","16720","9999","0","0","1","1","1"
"2011-03","16721","8","1","292.47","5","4","4"
"2011-03","16722","34","1","314.36","4","4","4"
"2011-03","16723","9999","0","0","1","1","1"
"2011-03","16725","48","4","453.82","3","5","4"
"2011-03","16726","40","2","474.22","4","5","4"
"2011-03","16727","9999","0","0","1","1","1"
"2011-03","16728","10","1","224.49","5","4","4"
"2011-03","16729","9999","0","0","1","1","1"
"2011-03","16730","65","1","187.01999999999998","2","4","4"
"2011-03","16732","9999","0","0","1","1","1"
"2011-03","16734","9999","0","0","1","1","1"
"2011-03","16735","80","1","660.36","2","4","5"
"2011-03","16737","9999","0","0","1","1","1"
"2011-03","16738","43","1","3.75","3","3","3"
"2011-03","16739","9999","0","0","1","1","1"
"2011-03","16742","9999","0","0","1","1","1"
"2011-03","16743","20","1","360.78","5","4","4"
"2011-03","16744","9999","0","0","1","1","1"
"2011-03","16745","6","6","2291.42","5","5","5"
"2011-03","16746","13","3","1251.25","5","5","5"
"2011-03","16747","9999","0","0","1","1","1"
"2011-03","16748","55","2","609.8","3","5","5"
"2011-03","16750","9999","0","0","1","1","1"
"2011-03","16751","9999","0","0","1","1","1"
"2011-03","16752","9999","0","0","1","1","1"
"2011-03","16753","9999","0","0","1","1","1"
"2011-03","16754","9999","0","0","1","1","1"
"2011-03","16755","61","1","316.06","2","4","4"
"2011-03","16756","9999","0","0","1","1","1"
"2011-03","16757","64","1","106.83000000000001","2","3","3"
"2011-03","16758","9999","0","0","1","1","1"
"2011-03","16759","9999","0","0","1","1","1"
"2011-03","16761","9999","0","0","1","1","1"
"2011-03","16762","9999","0","0","1","1","1"
"2011-03","16763","9999","0","0","1","1","1"
"2011-03","16764","9999","0","0","1","1","1"
"2011-03","16765","40","1","34","4","3","3"
"2011-03","16766","19","2","1145.6","5","5","5"
"2011-03","16767","6","2","2230.86","5","5","5"
"2011-03","16768","17","1","183.25","5","4","4"
"2011-03","16769","6","1","380.39","5","4","4"
"2011-03","16770","59","1","269.3","3","4","4"
"2011-03","16771","21","3","1655.95","4","5","5"
"2011-03","16773","9999","0","0","1","1","1"
"2011-03","16774","9999","0","0","1","1","1"
"2011-03","16775","37","2","345.2","4","5","4"
"2011-03","16776","9999","0","0","1","1","1"
"2011-03","16777","3","1","177.25","5","4","4"
"2011-03","16778","20","1","93.18","5","3","3"
"2011-03","16779","12","6","2112.5","5","5","5"
"2011-03","16780","5","1","161.89","5","4","4"
"2011-03","16781","9999","0","0","1","1","1"
"2011-03","16782","15","3","527.4","5","5","5"
"2011-03","16784","9999","0","0","1","1","1"
"2011-03","16788","0","1","297.17","5","4","4"
"2011-03","16789","9999","0","0","1","1","1"
"2011-03","16790","9999","0","0","1","1","1"
"2011-03","16791","9","2","407.28","5","5","4"
"2011-03","16792","28","2","110.38000000000001","4","5","3"
"2011-03","16793","9999","0","0","1","1","1"
"2011-03","16794","9999","0","0","1","1","1"
"2011-03","16795","9999","0","0","1","1","1"
"2011-03","16796","9999","0","0","1","1","1"
"2011-03","16800","9999","0","0","1","1","1"
"2011-03","16801","19","1","751.9","5","4","5"
"2011-03","16803","9999","0","0","1","1","1"
"2011-03","16804","16","1","118.05","5","3","3"
"2011-03","16805","9999","0","0","1","1","1"
"2011-03","16806","9999","0","0","1","1","1"
"2011-03","16807","16","1","371.23","5","4","4"
"2011-03","16808","20","1","166.5","5","4","4"
"2011-03","16809","8","1","214.28","5","4","4"
"2011-03","16810","9999","0","0","1","1","1"
"2011-03","16811","9999","0","0","1","1","1"
"2011-03","16812","9999","0","0","1","1","1"
"2011-03","16813","9999","0","0","1","1","1"
"2011-03","16814","2","7","2307.05","5","5","5"
"2011-03","16816","59","1","249.67000000000002","3","4","4"
"2011-03","16817","5","2","148.25","5","5","4"
"2011-03","16818","9999","0","0","1","1","1"
"2011-03","16820","9999","0","0","1","1","1"
"2011-03","16823","9999","0","0","1","1","1"
"2011-03","16824","9999","0","0","1","1","1"
"2011-03","16825","9999","0","0","1","1","1"
"2011-03","16826","9999","0","0","1","1","1"
"2011-03","16828","9999","0","0","1","1","1"
"2011-03","16829","9999","0","0","1","1","1"
"2011-03","16830","9999","0","0","1","1","1"
"2011-03","16832","9999","0","0","1","1","1"
"2011-03","16833","5","3","671.29","5","5","5"
"2011-03","16834","9999","0","0","1","1","1"
"2011-03","16835","9999","0","0","1","1","1"
"2011-03","16836","9999","0","0","1","1","1"
"2011-03","16837","9999","0","0","1","1","1"
"2011-03","16838","34","1","392.12","4","4","4"
"2011-03","16839","0","9","4372.38","5","5","5"
"2011-03","16841","33","1","317.38","4","4","4"
"2011-03","16842","48","1","520.5699999999999","3","4","5"
"2011-03","16843","36","2","1999.46","4","5","5"
"2011-03","16846","9999","0","0","1","1","1"
"2011-03","16847","9999","0","0","1","1","1"
"2011-03","16848","9999","0","0","1","1","1"
"2011-03","16849","9999","0","0","1","1","1"
"2011-03","16850","79","1","332.41","2","4","4"
"2011-03","16851","9999","0","0","1","1","1"
"2011-03","16852","9999","0","0","1","1","1"
"2011-03","16855","9999","0","0","1","1","1"
"2011-03","16856","9999","0","0","1","1","1"
"2011-03","16858","9999","0","0","1","1","1"
"2011-03","16859","7","1","259.84","5","4","4"
"2011-03","16861","9999","0","0","1","1","1"
"2011-03","16863","9999","0","0","1","1","1"
"2011-03","16866","9999","0","0","1","1","1"
"2011-03","16869","9999","0","0","1","1","1"
"2011-03","16871","1","3","927.3100000000001","5","5","5"
"2011-03","16872","9999","0","0","1","1","1"
"2011-03","16873","9999","0","0","1","1","1"
"2011-03","16875","42","3","805.09","3","5","5"
"2011-03","16877","9999","0","0","1","1","1"
"2011-03","16878","9999","0","0","1","1","1"
"2011-03","16880","9999","0","0","1","1","1"
"2011-03","16881","9999","0","0","1","1","1"
"2011-03","16882","63","1","9.9","2","3","3"
"2011-03","16883","9999","0","0","1","1","1"
"2011-03","16884","9999","0","0","1","1","1"
"2011-03","16885","9999","0","0","1","1","1"
"2011-03","16887","9999","0","0","1","1","1"
"2011-03","16889","82","1","523.05","1","4","5"
"2011-03","16891","9999","0","0","1","1","1"
"2011-03","16892","9999","0","0","1","1","1"
"2011-03","16893","9999","0","0","1","1","1"
"2011-03","16895","9999","0","0","1","1","1"
"2011-03","16897","45","2","289.78000000000003","3","5","4"
"2011-03","16898","9999","0","0","1","1","1"
"2011-03","16899","9999","0","0","1","1","1"
"2011-03","16900","9999","0","0","1","1","1"
"2011-03","16902","9999","0","0","1","1","1"
"2011-03","16903","9999","0","0","1","1","1"
"2011-03","16904","6","3","727","5","5","5"
"2011-03","16905","6","1","380.98","5","4","4"
"2011-03","16906","9999","0","0","1","1","1"
"2011-03","16907","36","1","250.68","4","4","4"
"2011-03","16909","9999","0","0","1","1","1"
"2011-03","16910","9999","0","0","1","1","1"
"2011-03","16912","36","3","757.64","4","5","5"
"2011-03","16913","36","1","113.44","4","3","3"
"2011-03","16914","9999","0","0","1","1","1"
"2011-03","16915","29","1","54.300000000000004","4","3","3"
"2011-03","16916","9999","0","0","1","1","1"
"2011-03","16917","22","1","391.52","4","4","4"
"2011-03","16918","63","1","275.78000000000003","2","4","4"
"2011-03","16919","9999","0","0","1","1","1"
"2011-03","16921","9999","0","0","1","1","1"
"2011-03","16923","3","4","1850.97","5","5","5"
"2011-03","16924","9999","0","0","1","1","1"
"2011-03","16926","9999","0","0","1","1","1"
"2011-03","16927","22","1","123.35","4","3","3"
"2011-03","16928","47","2","213.75","3","5","4"
"2011-03","16929","9999","0","0","1","1","1"
"2011-03","16930","9999","0","0","1","1","1"
"2011-03","16931","3","3","794.96","5","5","5"
"2011-03","16932","9999","0","0","1","1","1"
"2011-03","16933","9999","0","0","1","1","1"
"2011-03","16934","9999","0","0","1","1","1"
"2011-03","16936","9999","0","0","1","1","1"
"2011-03","16938","54","1","267.6","3","4","4"
"2011-03","16940","35","1","757.68","4","4","5"
"2011-03","16942","9999","0","0","1","1","1"
"2011-03","16943","7","2","644.63","5","5","5"
"2011-03","16945","1","5","1176.73","5","5","5"
"2011-03","16947","9999","0","0","1","1","1"
"2011-03","16948","7","2","240.54000000000002","5","5","4"
"2011-03","16949","0","2","202.21","5","5","4"
"2011-03","16950","9999","0","0","1","1","1"
"2011-03","16951","50","1","1053.79","3","4","5"
"2011-03","16952","9999","0","0","1","1","1"
"2011-03","16953","9999","0","0","1","1","1"
"2011-03","16954","0","2","594.6800000000001","5","5","5"
"2011-03","16955","82","1","165.88","1","4","4"
"2011-03","16956","9999","0","0","1","1","1"
"2011-03","16957","27","1","114.84","4","3","3"
"2011-03","16959","9999","0","0","1","1","1"
"2011-03","16960","9999","0","0","1","1","1"
"2011-03","16961","9999","0","0","1","1","1"
"2011-03","16963","9999","0","0","1","1","1"
"2011-03","16965","9999","0","0","1","1","1"
"2011-03","16966","9999","0","0","1","1","1"
"2011-03","16967","9999","0","0","1","1","1"
"2011-03","16968","9999","0","0","1","1","1"
"2011-03","16969","9999","0","0","1","1","1"
"2011-03","16971","9999","0","0","1","1","1"
"2011-03","16976","13","1","251.51999999999998","5","4","4"
"2011-03","16978","9999","0","0","1","1","1"
"2011-03","16979","43","1","347.15","3","4","4"
"2011-03","16980","1","2","1078.96","5","5","5"
"2011-03","16982","9999","0","0","1","1","1"
"2011-03","16983","17","2","458.85","5","5","4"
"2011-03","16984","9999","0","0","1","1","1"
"2011-03","16985","14","3","1169.1399999999999","5","5","5"
"2011-03","16986","9999","0","0","1","1","1"
"2011-03","16987","9999","0","0","1","1","1"
"2011-03","16988","9999","0","0","1","1","1"
"2011-03","16989","9999","0","0","1","1","1"
"2011-03","16990","9999","0","0","1","1","1"
"2011-03","16992","30","1","421.6","4","4","4"
"2011-03","16996","15","1","242.40000000000003","5","4","4"
"2011-03","16997","34","3","702","4","5","5"
"2011-03","16998","50","1","90","3","3","3"
"2011-03","16999","9999","0","0","1","1","1"
"2011-03","17001","26","2","708.13","4","5","5"
"2011-03","17002","36","1","513.06","4","4","5"
"2011-03","17004","9999","0","0","1","1","1"
"2011-03","17006","9999","0","0","1","1","1"
"2011-03","17007","9999","0","0","1","1","1"
"2011-03","17010","9999","0","0","1","1","1"
"2011-03","17011","9999","0","0","1","1","1"
"2011-03","17014","9999","0","0","1","1","1"
"2011-03","17015","9999","0","0","1","1","1"
"2011-03","17017","10","3","1277.08","5","5","5"
"2011-03","17018","71","1","405","2","4","4"
"2011-03","17019","7","2","637.11","5","5","5"
"2011-03","17022","9999","0","0","1","1","1"
"2011-03","17024","9999","0","0","1","1","1"
"2011-03","17025","9999","0","0","1","1","1"
"2011-03","17026","9999","0","0","1","1","1"
"2011-03","17027","29","3","443.88","4","5","4"
"2011-03","17029","9999","0","0","1","1","1"
"2011-03","17030","9999","0","0","1","1","1"
"2011-03","17031","9999","0","0","1","1","1"
"2011-03","17033","9999","0","0","1","1","1"
"2011-03","17034","33","1","141.79999999999998","4","3","3"
"2011-03","17035","57","1","259.51","3","4","4"
"2011-03","17037","9999","0","0","1","1","1"
"2011-03","17038","9999","0","0","1","1","1"
"2011-03","17040","9999","0","0","1","1","1"
"2011-03","17041","9999","0","0","1","1","1"
"2011-03","17042","9999","0","0","1","1","1"
"2011-03","17043","12","1","174.6","5","4","4"
"2011-03","17044","9999","0","0","1","1","1"
"2011-03","17045","9999","0","0","1","1","1"
"2011-03","17046","9999","0","0","1","1","1"
"2011-03","17047","9999","0","0","1","1","1"
"2011-03","17048","28","2","760.4","4","5","5"
"2011-03","17049","21","1","924.5400000000001","4","4","5"
"2011-03","17050","24","3","1513.71","4","5","5"
"2011-03","17051","9999","0","0","1","1","1"
"2011-03","17052","9999","0","0","1","1","1"
"2011-03","17053","9999","0","0","1","1","1"
"2011-03","17054","9999","0","0","1","1","1"
"2011-03","17058","9999","0","0","1","1","1"
"2011-03","17059","6","1","459.3","5","4","4"
"2011-03","17060","12","1","234.24","5","4","4"
"2011-03","17061","9999","0","0","1","1","1"
"2011-03","17062","59","1","102.64","3","3","3"
"2011-03","17063","35","2","319.37","4","5","4"
"2011-03","17064","73","1","147.85","2","3","4"
"2011-03","17068","10","4","926.25","5","5","5"
"2011-03","17069","9999","0","0","1","1","1"
"2011-03","17070","9999","0","0","1","1","1"
"2011-03","17071","0","2","513.33","5","5","5"
"2011-03","17073","9999","0","0","1","1","1"
"2011-03","17075","0","3","696.07","5","5","5"
"2011-03","17076","19","1","182.7","5","4","4"
"2011-03","17078","9999","0","0","1","1","1"
"2011-03","17079","9999","0","0","1","1","1"
"2011-03","17080","15","1","76.32000000000001","5","3","3"
"2011-03","17081","9999","0","0","1","1","1"
"2011-03","17082","64","1","636.94","2","4","5"
"2011-03","17083","41","2","996.02","3","5","5"
"2011-03","17084","9999","0","0","1","1","1"
"2011-03","17085","45","1","233.96","3","4","4"
"2011-03","17086","9999","0","0","1","1","1"
"2011-03","17088","0","1","1015.83","5","4","5"
"2011-03","17090","34","1","400.8","4","4","4"
"2011-03","17091","70","1","594.7","2","4","5"
"2011-03","17092","23","1","134.9","4","3","3"
"2011-03","17094","68","1","302","2","4","4"
"2011-03","17095","45","2","543.96","3","5","5"
"2011-03","17096","7","1","133.49","5","3","3"
"2011-03","17097","70","1","112.92","2","3","3"
"2011-03","17100","9999","0","0","1","1","1"
"2011-03","17101","9999","0","0","1","1","1"
"2011-03","17102","7","1","25.5","5","3","3"
"2011-03","17105","52","1","319.4","3","4","4"
"2011-03","17107","24","1","1695.21","4","5","5"
"2011-03","17109","9999","0","0","1","1","1"
"2011-03","17110","9999","0","0","1","1","1"
"2011-03","17111","9999","0","0","1","1","1"
"2011-03","17114","43","2","270.19","3","5","4"
"2011-03","17115","9999","0","0","1","1","1"
"2011-03","17117","34","1","116.19999999999999","4","3","3"
"2011-03","17118","63","1","157.02","2","4","4"
"2011-03","17119","9999","0","0","1","1","1"
"2011-03","17120","9999","0","0","1","1","1"
"2011-03","17122","9999","0","0","1","1","1"
"2011-03","17123","9999","0","0","1","1","1"
"2011-03","17124","9999","0","0","1","1","1"
"2011-03","17125","9999","0","0","1","1","1"
"2011-03","17126","45","1","302.67","3","4","4"
"2011-03","17128","80","1","157.09","2","4","4"
"2011-03","17131","9999","0","0","1","1","1"
"2011-03","17133","12","1","683.4200000000001","5","4","5"
"2011-03","17134","10","1","330.5","5","4","4"
"2011-03","17135","35","1","284.97","4","4","4"
"2011-03","17138","21","1","380.5","4","4","4"
"2011-03","17139","5","2","3348.04","5","5","5"
"2011-03","17140","9999","0","0","1","1","1"
"2011-03","17142","9999","0","0","1","1","1"
"2011-03","17144","9999","0","0","1","1","1"
"2011-03","17146","9","1","265.63","5","4","4"
"2011-03","17147","57","1","409.5","3","4","4"
"2011-03","17148","9999","0","0","1","1","1"
"2011-03","17152","9","1","315.90000000000003","5","4","4"
"2011-03","17153","9999","0","0","1","1","1"
"2011-03","17154","9999","0","0","1","1","1"
"2011-03","17155","9999","0","0","1","1","1"
"2011-03","17157","9999","0","0","1","1","1"
"2011-03","17158","9999","0","0","1","1","1"
"2011-03","17159","9999","0","0","1","1","1"
"2011-03","17160","9999","0","0","1","1","1"
"2011-03","17162","23","3","636.16","4","5","5"
"2011-03","17163","9999","0","0","1","1","1"
"2011-03","17164","19","1","627.13","5","4","5"
"2011-03","17165","30","1","158.68","4","4","4"
"2011-03","17166","9999","0","0","1","1","1"
"2011-03","17169","9999","0","0","1","1","1"
"2011-03","17171","35","1","224.91","4","4","4"
"2011-03","17172","9999","0","0","1","1","1"
"2011-03","17173","9999","0","0","1","1","1"
"2011-03","17174","9999","0","0","1","1","1"
"2011-03","17175","42","1","519.08","3","4","5"
"2011-03","17176","9999","0","0","1","1","1"
"2011-03","17179","9999","0","0","1","1","1"
"2011-03","17180","62","1","247.54","2","4","4"
"2011-03","17181","9999","0","0","1","1","1"
"2011-03","17183","9999","0","0","1","1","1"
"2011-03","17186","9999","0","0","1","1","1"
"2011-03","17187","9999","0","0","1","1","1"
"2011-03","17188","61","2","910.8","2","5","5"
"2011-03","17189","9999","0","0","1","1","1"
"2011-03","17190","9999","0","0","1","1","1"
"2011-03","17191","26","1","310.77","4","4","4"
"2011-03","17193","9999","0","0","1","1","1"
"2011-03","17194","19","1","10","5","3","3"
"2011-03","17197","9999","0","0","1","1","1"
"2011-03","17198","9999","0","0","1","1","1"
"2011-03","17201","9999","0","0","1","1","1"
"2011-03","17203","9999","0","0","1","1","1"
"2011-03","17204","9","1","788.9100000000001","5","4","5"
"2011-03","17205","9999","0","0","1","1","1"
"2011-03","17206","9999","0","0","1","1","1"
"2011-03","17211","10","1","345.82","5","4","4"
"2011-03","17212","0","1","226.85","5","4","4"
"2011-03","17213","62","1","321.1","2","4","4"
"2011-03","17214","38","2","282.05","4","5","4"
"2011-03","17217","9999","0","0","1","1","1"
"2011-03","17218","80","1","169.35","2","4","4"
"2011-03","17219","9999","0","0","1","1","1"
"2011-03","17220","0","2","737.75","5","5","5"
"2011-03","17221","9999","0","0","1","1","1"
"2011-03","17222","9999","0","0","1","1","1"
"2011-03","17223","56","1","133.95","3","3","3"
"2011-03","17226","54","1","393.49","3","4","4"
"2011-03","17227","2","1","223.9","5","4","4"
"2011-03","17228","57","1","123.42999999999999","3","3","3"
"2011-03","17229","9999","0","0","1","1","1"
"2011-03","17230","10","2","878.4","5","5","5"
"2011-03","17231","9","3","730.49","5","5","5"
"2011-03","17232","9999","0","0","1","1","1"
"2011-03","17233","9999","0","0","1","1","1"
"2011-03","17234","9999","0","0","1","1","1"
"2011-03","17235","9999","0","0","1","1","1"
"2011-03","17236","45","2","319.09","3","5","4"
"2011-03","17237","9999","0","0","1","1","1"
"2011-03","17238","2","4","627.43","5","5","5"
"2011-03","17239","58","1","382.5","3","4","4"
"2011-03","17242","9999","0","0","1","1","1"
"2011-03","17243","3","6","1521.5","5","5","5"
"2011-03","17244","9999","0","0","1","1","1"
"2011-03","17245","9999","0","0","1","1","1"
"2011-03","17247","9999","0","0","1","1","1"
"2011-03","17248","9999","0","0","1","1","1"
"2011-03","17250","7","1","162.65","5","4","4"
"2011-03","17251","9999","0","0","1","1","1"
"2011-03","17252","9999","0","0","1","1","1"
"2011-03","17253","9999","0","0","1","1","1"
"2011-03","17254","9999","0","0","1","1","1"
"2011-03","17255","45","1","112.46","3","3","3"
"2011-03","17256","58","1","127.89999999999999","3","3","3"
"2011-03","17259","9999","0","0","1","1","1"
"2011-03","17262","7","1","584.5","5","4","5"
"2011-03","17263","9999","0","0","1","1","1"
"2011-03","17265","9999","0","0","1","1","1"
"2011-03","17266","9999","0","0","1","1","1"
"2011-03","17267","9999","0","0","1","1","1"
"2011-03","17268","9999","0","0","1","1","1"
"2011-03","17272","8","1","657.68","5","4","5"
"2011-03","17274","9999","0","0","1","1","1"
"2011-03","17277","68","1","717.02","2","4","5"
"2011-03","17278","9999","0","0","1","1","1"
"2011-03","17279","9999","0","0","1","1","1"
"2011-03","17282","45","1","741.85","3","4","5"
"2011-03","17284","82","1","716.11","1","4","5"
"2011-03","17286","9999","0","0","1","1","1"
"2011-03","17287","9999","0","0","1","1","1"
"2011-03","17288","41","2","156.96","3","5","4"
"2011-03","17289","9999","0","0","1","1","1"
"2011-03","17290","9999","0","0","1","1","1"
"2011-03","17291","54","1","550.8000000000001","3","4","5"
"2011-03","17293","54","1","123.21","3","3","3"
"2011-03","17295","9999","0","0","1","1","1"
"2011-03","17297","9999","0","0","1","1","1"
"2011-03","17298","9999","0","0","1","1","1"
"2011-03","17299","9999","0","0","1","1","1"
"2011-03","17301","9999","0","0","1","1","1"
"2011-03","17302","51","1","182.85","3","4","4"
"2011-03","17303","9999","0","0","1","1","1"
"2011-03","17306","0","6","2419.96","5","5","5"
"2011-03","17309","9999","0","0","1","1","1"
"2011-03","17311","62","1","556.46","2","4","5"
"2011-03","17312","9999","0","0","1","1","1"
"2011-03","17313","9999","0","0","1","1","1"
"2011-03","17314","2","3","787","5","5","5"
"2011-03","17315","0","11","1702","5","5","5"
"2011-03","17317","9999","0","0","1","1","1"
"2011-03","17320","9999","0","0","1","2","2"
"2011-03","17321","9999","0","0","1","2","2"
"2011-03","17323","38","1","141.69","4","3","3"
"2011-03","17324","77","1","575.18","2","4","5"
"2011-03","17325","26","1","96.8","4","3","3"
"2011-03","17329","61","1","243.36","2","4","4"
"2011-03","17330","9999","0","0","1","2","2"
"2011-03","17331","9999","0","0","1","2","2"
"2011-03","17333","9999","0","0","1","2","2"
"2011-03","17334","48","2","307.02","3","5","4"
"2011-03","17337","56","1","1026.72","3","4","5"
"2011-03","17338","37","2","1888.55","4","5","5"
"2011-03","17339","9999","0","0","1","2","2"
"2011-03","17340","9999","0","0","1","2","2"
"2011-03","17341","9999","0","0","1","2","2"
"2011-03","17343","9999","0","0","1","2","2"
"2011-03","17344","9999","0","0","1","2","2"
"2011-03","17345","9999","0","0","1","2","2"
"2011-03","17346","44","1","105.57","3","3","3"
"2011-03","17347","9999","0","0","1","2","2"
"2011-03","17348","43","1","160.15","3","4","4"
"2011-03","17349","9999","0","0","1","2","2"
"2011-03","17350","9999","0","0","1","2","2"
"2011-03","17351","19","1","198.6","5","4","4"
"2011-03","17353","9999","0","0","1","2","2"
"2011-03","17354","9999","0","0","1","2","2"
"2011-03","17356","57","1","178.22","3","4","4"
"2011-03","17357","9999","0","0","1","2","2"
"2011-03","17358","49","1","119.15","3","3","3"
"2011-03","17359","9999","0","0","1","2","2"
"2011-03","17360","9999","0","0","1","2","2"
"2011-03","17361","37","1","45","4","3","3"
"2011-03","17362","55","1","150","3","4","4"
"2011-03","17364","1","3","1188.24","5","5","5"
"2011-03","17365","0","3","1286.26","5","5","5"
"2011-03","17367","9999","0","0","1","2","2"
"2011-03","17368","5","3","888.92","5","5","5"
"2011-03","17370","9999","0","0","1","2","2"
"2011-03","17371","9999","0","0","1","2","2"
"2011-03","17372","63","1","162.4","2","4","4"
"2011-03","17373","58","1","145.25","3","3","4"
"2011-03","17374","27","1","191.95","4","4","4"
"2011-03","17375","58","1","176.66","3","4","4"
